Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2023-04-18 15:12:08.974 +0900,"Failure",0:00:00,1,0,0,"20230418_151208.974/LogFile.txt","","STFileException -- Attempt to access unopened file: CSVfile",0
2023-06-21 10:18:42.899 +0900,"Failure",0:00:00,1,0,0,"20230621_101842.899/LogFile.txt","","STFileException -- Attempt to access unopened file: CSVfile",0
